sub_question_id,primary_question_id,question,sub_question,vec_score,filter_pred
489585,4003487,我要卸载 扫码骑车子蹦出来这个,要去超市买菜怎么去啊，车开不了了,0.7078,True
70149,156,为什么按你提供的那就点不开呢？,为什么我点击进不去明细界面呢？,0.7715,True
424646,422,我想知道房间隔缺损百万医疗包含吗？,百万医疗计划在线销售多少年？,0.6516,True
356579,579,就是不含了？,就是说不能买的了？,0.7531,False
332627,189,送去時候確診的檢查單還沒拿到手,如果被保險人出險了，需要理賠時，需要提供被保險人資料，同時還遠提供投保人的證件嗎,0.6588,True
227292,464,看上面有写一个院外特药赔付后不可续是什么意思？,我看你的描述中说不限用药吗，那里面有一个自费药，这个是什么意思？,0.7995,True
448545,265,叫续保怎么勾选,怎么够选续交,0.7834,True
433767,184,费你看着办，,那我看看再说吧,0.6345,False
384903,454,現在可能出來啦，家屬又進不去,嗯，我主要是想给我爸买，但现在不能给家人投保,0.6603,True
308839,584,取消自动续费又是怎么说,怎样取消自动续费？,0.8451,True
95455,213,就是晚點兒報案都可以，好的,什么时候申请理赔都可以吗？,0.6669,True
385803,454,给我妻子美,给我爱人,0.6743,False
44420,623,点了无数次了都点不开。到底是什么原因呢？不会有猫腻吧？,买不了是怎么回事？是手机型号原因？还是你们的名额不够？,0.7691,True
229006,275,首年的缴费是不是无效了,保费当年就作废了吗,0.7374,True
249094,849,我停止自动扣费啦系统怎么还发信息扣费,我已关闭自动扣费，为什么又扣费,0.9125,True
126764,657,我的一保单查不到，在哪查？,我怎么查询我的保单？ ,0.8517,True
136201,902,早不是早，怎么不买了？,怎么样让人更早的买有作用,0.537,False
370789,2181,还可我在泉操你妈的,哎 你们这的服务也是无语了,0.6398,False
249084,849,【微保】你购买的微医保·百万医疗险保单第10期保费自动扣款失败。我们将于明天进行下次扣款。本次扣款38元。https://w.weure.cn/GknIlm 查看详情。,这里按钮关闭了自动扣费但是2月19号又扣款了,0.7462,True
439222,423,请问一下，买什么保险最实用,好的，想问下，25岁买什么保险比较好,0.7446,True
371287,2199,操你妈逼,你真聪明,0.631,False
410147,8,也就是说，有事情怎么和尔连系。,那假如出问题了，怎么联系赔偿呢,0.8424,True
1300720805551669250,8,＂我的＂——＂理赔‘’——‘’我要理赔＂,点我要理赔，没有特色渠道理赔,0.6545,False
326945,625,这个月我和我老公的都已扣除了,我二月份买的我和妈妈的,0.6839,False
1319845365680189442,253,我需要文字的书面解释,我要文字版保单,0.6729,False
276328,253,怕不安全,担心网上不靠谱,0.7768,False
189098,329,这我不慬,不懂额,0.6904,False
276310,253,我需要留存，今后发生纠纷可以作为法律依据,以后有了纠纷我们权益如何保障,0.6936,True
102462,186,不需要回电,可以回电吗,0.7361,False
434548,184,再看看哈,再看看把,0.9161,False
468034,852,我需要书面的说明,能给我发点书面资料吗,0.7211,True
437464,423,哪一种是看病，拿药管的,有看病买药报销的吗,0.7826,True
2578,2578,您尾号9407卡26日03:08工商银行支出（信使展期）30元，余额133.35元。【工商银行】这个是吗？,00627880803321900000009098：支付失败---李骏,0.6831,False
189506,329,是我不识字,我不懂操作,0.6757,False
378166,624,就在这儿,就到这里吧,0.5427,False
276729,253,现在忙，不忙了我会看的。我对你们不放心，怀疑有什么猫腻呢！,这种轻松筹，我第一次听说的，心里没底，该不该信的过？,0.7629,True
19988,421,感觉没什么用，而且也没资金,大家买保险主要就是怕有大病时资金不够啊,0.7611,True
86377,436,第一数据是月缴的，第二数据是年交的，对吗,这个怎么操作安年收费还是按月收费,0.7516,True
249085,849,今早发生的扣款,可是今天又扣费！,0.6909,False
276301,253,保單是否有效,合同有效吗？,0.8253,True
469748,2789,我刚才发你的截图收到了吗？,我之前发的消息你为什么看不到,0.7306,False
404853,684,不付费就是没有投保对吗？没有完成就是没投保,比如一年不交保险就不生效了？,0.7239,True
406246,438,医保报销完不超一万不给报销是吗？,就是医保报销完不足1万不给赔付呗,0.909,True
489598,4003488,他住院做治療不方便查,外面不能开车了，我怎么去医院检查啊,0.6929,True
415657,770,一切按章程办,赔付流程好办吗,0.5137,False
381494,749,哦不投保,不买了,0.7041,False
383564,3170,给我货我的妻子都没我不会奶,我帮我老婆买,0.655,False
249101,849,我已经退保了为什么还要扣费,我已经停交了，为什么还扣我的款,0.8534,False
66998,114,那你们这个微保公司在哪里,这个保险公司在哪里,0.8816,True
271017,584,你重新给我发一个,麻烦你再给我发一遍关闭流程,0.7231,False
445263,288,这个保单是什么保险？,这个保险是什么保险啊？,0.8453,True
249097,849,终止时间已经到了为什么还会每月扣费,我已经停交了，为什么又扣我的款,0.8108,True
381491,749,俺不投保,我不买微保,0.7549,False
365209,700,如果不提供是啥情况,我没提供健康报告呀,0.6661,True
422266,46,您好怎么每个月扣费呢,每个月怎么扣保费,0.8537,False
4438,623,我看了看没有,我看过了，没有,0.8517,False
20975691,20975691,还继续扣费？,为什么重复扣费了？,0.7129,False
367723,2786,我不识字,我不会弄,0.7086,False
375254,372,在哪里可以改,我没看到哪里可以修改呢,0.8253,False
235826,723,是我，但这次到期我没投了！,我想买这份保险，今年忘了交医保了,0.6905,True
214269,894,那我在这里交了，还需要交医疗吗,我有社保了，还需要这个吗？,0.8382,True
283603,724,这个不能重复保的对吧,这个可以重复买对吗,0.8996,True
334535,206,只有这个扣款的截图,我的支付失败但已扣款，昨天的,0.6747,False
378501,624,其他啥也没有？,没有其它问题，,0.7119,False
383762,454,本机号码,被保险人必须是本机号码吗,0.5705,False
314159,581,我现在就要一个答复,给我确定的答案,0.6843,False
234612,723,那如果是绑卡呢？,那如果我有社保呢,0.6952,False
390098,336,是说符合投保的，就可以理赔，对吗？,只要符合的就全报对吧,0.799,True
6171,1710,保额和保费原因,保額高的原因,0.6639,False
326986,625,我刚才已经刷脸啊,我刚才已经投保缴费了,0.6832,False
275597,301,你们这么大的保险公司 说话还能推脱吗,泰康保险不得人心，你们腾讯真傻了,0.7824,True
42551,623,他显示我没开通,但是他没开通,0.8276,True
276210,253,你们是骗子,你们这是骗人,0.9096,False
186329,248,不用你介绍些没用的信息,不要回复与问题无关的信息,0.7173,False
189287,329,说点有用的,说点我能懂的哈,0.6375,False
326060,625,但是我已经开了,但是我已经投保了,0.7256,False
87449,395,微信支付里面也没有记录,用微信钱包余额也失败所以跟银行卡无关,0.7162,True
307407,867,那怎样进入呢？,怎样买呢？,0.7956,False
255793,215,您好，我们已经办理出院了,今年已经办理理赔了，,0.6929,False
409352,8,那么我是在贵州我怎么找到你们,我说要是在保定住院，你们要离着远你们能及时来昂，从哪儿找你们去？,0.8140000000000001,True
20975642,20975301,我以为是取车需要 昨晚路灯暗也没看清,李老师，验车照片已经上传，只差关系证明，由于路程太远，不能及时提供的关系证明，可不可以变通处理一下呲牙,0.654,True
409899,8,我前期在你们这里帮我老婆岳学春买的微医保，她刚出院三天，怎么在你们这里报销医疗费用,你好，我前天上班时出现了重大意外，左手三个手指被机器压断了，现在还在住院，我想问下怎么申请理赔。,0.8062,True
283903,91,你们为什么一直扣费,这是保险公司的事情啊，为什么扣我的钱,0.7627,False
1323468097086832641,1323468092900917249,这个是你们扣的吗？,我都不知道，你是怎么扣到我的款,0.7463,False
370789,2181,抱歉，操你妈,哎 你们这的服务也是无语了,0.6563,False
249099,849,我已经暂停自动扣费了,我已经关掉了自动扣费了啊,0.9347,False
270420,584,取消扣费,如何取消续保扣费,0.843,False
214864,441,你应该留个电话吧。,你留个电话嘛,0.8563,False
370789,2181,狗日的操,哎 你们这的服务也是无语了,0.6674,False
332748,189,报销需要哪些资料,报销需要什么资料？,0.9611,True
469002,2935,这个怎样才能注销,怎么才能解除绑定,0.7089,True
214302,720,如果说要不你们帮忙的时候那怎么办,如果到时候需要理赔，你们没人搭理了，怎么办,0.7392,True
370789,2181,我操你妈逼的，操,哎 你们这的服务也是无语了,0.6757,False
370787,2181,狗日的王八蛋，操你妈逼的,大笨蛋机器人,0.7564,False
298516,696,如果住院押金垫付怎么弄？,住院押金垫付怎么申请？,0.9077,True
401152,195,把我的钱全部退回来,这77元退还给我呀，我要退订,0.8059,False
371287,2199,操你妈的,你真聪明,0.6292,False
468863,556,你们如果扣保费要通过我本人吗,开通自动续保后，扣款时会通知我吗,0.7066,True
400667,195,王小艳的,李如国和黄小萍两个保单退保,0.6563,False
135858,290,泰康的那个微医保,泰康微医保,0.8455,False
53960,858,怎么还要身份证,需要身份证吗,0.8449,False
86406,436,我现在是按月交，,我现在按照月来付款,0.8987,False
421103,46,麻烦你给我在发一下缴费表格,麻烦给我发一份费率表？,0.9152,True
326897,625,刚才我已经交了一笔,我刚才已经投保了,0.851,False
383442,905,真是搞不懂你们了,你这个都搞不懂,0.8014,False
448549,265,我的保险单是38元每月、现在续费、怎么续、今天到最后一天了,我下个月保险到期了，咋续保啊,0.847,True
231894,822,需要明确告诉我：我只需在首期投保时候如实进行健康告知，后期续保免健康告知，无论保险条款如何要求，在续保时候的健康告知要求存在歧义或他义，我均无需履行续保时的健康告知责任，因续保条款存在歧义或他义产生的损失均由承保公司和代销公司解释和承担，投保人及被保险人可正常要求保险赔付。,错了，我是说初次投保时没有发生健康告知事项的内容，但在第二年续保时可能发生健康告知事项内容，是否还可以续保,0.7892,True
308033,867,不知道怎样弄,不知道怎么买,0.8144,False
381248,203,需要投诉还是怎么操作呢,怎么进行投诉？,0.7107,True
397394,185,尽快是把 今天能解决吗我就想知道,不急，你看看什么时候可以给我回复？,0.7179,False
298810,658,为什么信息又来显示有比待交的,怎么又出现一份保单待支付？,0.8257,True
1323468097086832641,1323468092900917249,你们怎么能偷我银行卡里面的钱,我都不知道，你是怎么扣到我的款,0.7303,True
126178,719,为什么一下子就扣87元,为什么自动扣费了46,0.8097,True
1323468096508018689,1323468092900917249,从微信里扣了107元,昨天微信扣费123元说是微保扣的！什么情况,0.7762,False
186366,248,你看不懂中国字吗,你听不懂吗,0.7835,False
431874,477,还是大哥的,你是美女还是帅哥？,0.6576,False
42403,623,根本点不进去,我进入不了程序,0.7809,False
397385,185,微信昵称水墨丹青 姓名李红,"姓名:李忠杰，电话:18622680995
昵称：欢喜",0.7712,False
76312,501,这个是每月每年都要交费的是吧？还是说买多少年就可以？,对了，这个险种是一直都要缴费的吗？还是有时限的？,0.8915,True
419007,46,一个个是多少钱的,一个月多少钱啊,0.8943,True
30052,910,那你们这个不是在骗那些不懂的老百姓了吗,你们这还是坑人的,0.7090000000000001,False
379144,624,我先弄看会不会在咨询你,好的我先看一下如果我不懂得我在问你们,0.8929,False
214177,894,对啊！就是因为社保报了以外的。必须要达到一万才报。那我买保险还有什么用？,你们这个产品很奇怪，如果我用社保的钱，我为什么还要买保险呢？,0.7712,True
218838,319,给公婆投保我这个如何选择,如果为公婆投保，选哪一项,0.865,True
189539,329,我也不知道,我都不知道,0.8685,False
214220,894,有医保还能买这个吗,有医保，还可以买这个吗,0.9795,True
238998,160,我已经说了,已经确认了,0.6561,False
433659,184,我在整，等会行吗,能否等我一下，我再回去看下,0.7638,False
320498,226,不行这样吧 我也给你们时间了  就今天你看能解决吗    再托的话就说不过去了    不行我就打电话投诉,明天还退不了我就投诉你们了,0.7327,False
2679,2679,能从新认证么,是否可以更换微信重新进行实名认证？,0.7131,False
383798,454,我是给我对象买的,我是帮我老公买,0.8307,False
214489,720,我都找不到你们我去哪里告你们叫你们留个电话本人的电话你都不愿意,保险买了之后，万一有什么事了，找谁，这些费用谁来去。他们说有些骟子，把钱收了，到时侯电话打不通,0.7397,True
336141,598,扫我对象的脸吗,我和我女朋友还没结婚，我能为她投保吗,0.701,False
186366,248,你能听懂吗,你听不懂吗,0.8962,False
349275,579,诉求：1.电话联系%%MTg3MDg5OTAwOTY=&&；2.修改保险条款中健康告知的时间为首次投保时间而非笼统的“上一年度”；3.无法修改保险条款的，必须给我书面或电子凭证，阐明我以上观点；4.均无法满足的，我将向银保监会提出诉求。,被保人年龄33、性别男、联系电话13252460331、疾病名称：血管脂肪瘤、治疗方式以及时间、诊疗经过见下面照片、现在已经痊愈、没有任何不适、医院明确告知无需复查,0.6623,True
19765,421,有医药费垫付功能吗？,有垫付功能吗？,0.9282,True
1323451769030512641,1323451755444621313,诈骗软件吗,你这个微宝是不是骗钱的？,0.71,False
431536,477,上个客服回答我的问题,刚才谁回复我的问题,0.8519,False
379358,565,发票已拿到医保报销,发票叫新农合报销拿走,0.8640000000000001,True
42699,623,不知道什么时候才能重新认证,什么时候能升级好呢？,0.7537,True
192635,497,以前是每月26回续费白勺、上个月我还是续费的丶、只因人乐额不足所以关了,续费第二个月，7个订单有2个缴费失败,0.7365,False
308928,584,我自己交,想自己支付,0.711,False
441445,906,现在在住院买了可以报销不,现在住院了，再上保险可以保销吗,0.9207,True
17351,368,建议有那种不,您建议买哪种？,0.7569,False
240153,160,我查过了,哦我看过了,0.7105,False
326998,625,我买的的30元一个月的,买了一份372元的,0.7423,False
370789,2181,我操你妈逼的,哎 你们这的服务也是无语了,0.6487,False
127138,657,邮箱：497361433@qq.com,或者发一份完整的保单到我邮箱，chca1987@foxmail.com,0.7517,False
127031,657,是的，帮我查一下,你好，麻烦帮我查一下我的保单,0.7961,False
417325,287,微保百万,百万医保,0.8115,False
122819,804,已有了这个,嗯，我已经买过医疗险了,0.7913,False
397306,185,爱人，曹丽芹,杜丽红，手机：13666139208；微信号：hong-Angela,0.5614,False
249101,849,我都申请退保了怎么还扣费,我已经停交了，为什么还扣我的款,0.7472,True
166500,50,没什么，就问清楚比较好,我就是问问想多了解一下，没别的事，谢谢,0.7509999999999999,False
280477,292,这样以后我交不起,保费太高支付不起,0.7356,False
166011,50,好的感谢，我相信你也投保了，我也算是为你在争取利益,谢谢你了，本来我是有病之人，你的服务我为你点攒，上天会保佑好人的,0.8054,False
2337,2337,本人不在身边咋办，,客户不在本地怎么办？,0.7161,False
413460,728,住院是在哪种级别的医院才可以报,去医院看病，什么等级的医院才有报销？,0.9059999999999999,True
276904,1787,首月一元,第一个月是扣一块钱,0.8459,False
1300720773070979074,8,我这边需要报保险,我需要理赔了,0.8009999999999999,False
469060,2901,人脸识别不了,人脸识别采集失败,0.9011,False
418689,46,我36岁为什么扣48块钱,我今年30岁，为什么保费612,0.8224,True
386639,713,投保人的利益一致,被投保人是可以受益的对吧,0.5496,False
439284,423,你好！我想问下，有没有关于甲状腺的,另外我想问问，你们有单纯的寿险吗,0.8021,True
449682,265,我这个微信没钱了，想换一个微信缴费，怎么弄？,如果更换了微信，以后怎么续保？,0.7901,True
45261,623,还没找到在那里打开的,哪里可以关注，没有找到啊,0.7847,True
486668,4003445,还有别的办法吗,有没有什么有效的灭毒方法,0.7801,False
441460,906,想问下小孩现在生病了住院有没有买份报销可以报销的,我想资询一下，我现在住院你们保险有报销的吗,0.7257,True
241331,709,今天65周岁的后面能续保吗,不满61周岁的以后可以续保吗,0.9103,True
420856,46,每月14元起的,首月一元，次月起交50元吗,0.7643,False
204144,988,不知道哦，福利版的,福利版是免费送的吗？,0.7729,False
224821,392,什么时候相关人员给联系,什么时候可以打客服电话,0.7438,False
161601,408,就是小感冒住院,好比平常感冒住院,0.8751,True
41612,623,也不说个时间,有没有具体时间啊,0.6784,False
464831,298,不是撒子大病,就是大病吗,0.7055,False
424502,422,还不给停了是吧,那还是会下架？,0.6786,False
283872,91,欠费什么意思，今天正好保障到期，我也不保啦，怎么还欠你钱啦呢？搞什么鬼,承保时间内的费用，已经扣过了，后面未承保时间内，也不找你们报销，为什么还要在我未承保时间内的保费扣钱呢,0.7403,True
276964,1787,不是一个月才一元或者二元的吗,不是一月一元的吗？,0.8527,True
421866,46,不是38块钱吗,不是35一年吗,0.8144,False
402928,251,好多原因，隐私,能保障隐私吗？,0.6656,False
8067,399,发送不好载图,发送的内容取消,0.6215,False
1323468093605560321,1323468092900917249,保费怎么一个月扣两次,投保到现在已经扣三期了，怎么回事,0.8241,False
122512,404,应该有、因为这天才是最后一天,但是微医保，投保日剩余最后一天了,0.6768,False
293173,11,体检了咱过领取呢,你好，体检卡怎么领,0.7347,True
298794,658,我买的那款,我刚刚买的哪一个？,0.6728,False
44113,623,我没申请微保,我还没有微保,0.8194,False
385377,454,是我给孩子买的,我给小孩投的,0.861,False
409179,8,需要报保险不知道怎样弄,哪报销要怎么弄,0.7798,True
31129,453,只有一份,只能买一份哇,0.7159,False
420150,46,意思是以后怎样扣费的,哪个以后每个月是怎么收保单费的,0.7924,True
343214,384,如果得病，你们帮垫付住院费手术费吗还是我们自己先拿？再找你们报？,索赔的时候事我自己先垫付还是保险公司直接先索赔,0.9237,True
334533,206,就是我很早就关闭了，但是你们还一直给我发信息，说扣费失败,为什么提示订单支付失败但是我收到了银行的扣款短信,0.8236,True
411909,728,医院的级别有规定吗？,医院级别有限制吗？,0.9406,True
344231,197,没有手机号那为什么你们说我进入的时候就有了,我看了一下保单上没有我的电话号码怎么办,0.7488,True
307001,867,在哪里操作,如何操作,0.8731,False
287510,708,这里的权益是只能自己使用还是可以家人使用,保单的权益仅对本人有用吗？对家人有帮助吗,0.7538,True
448669,265,刚刚我开通了续费通道,我刚买了这个医保 如果到期了 我要如何续费,0.7356,True
268426,56,这个我也打开了，我申请理赔的时候就说我没在他们那里买的医微,为什么刚刚我帮我客户投的时候不行，那时候还没有绑定我的信息，她微信里面没有微医保,0.7367,True
93169,913,你这里给我关闭,你帮我开通吧,0.6981,False
392323,299,那它不会扣费哈,不会自动扣款吗？,0.6838,False
448303,763,你查下吗,看可以查到吗,0.7149,False
349317,579,我也忘记了,我只是不记得病史了,0.6461,False
77242,501,是要交多少年,是需要交多少年,0.9822,True
1323451658007285761,1323451658007285761,怎么和说的不一样啊？不是每个月是两月，是两月是两月，随后每个月是14元吗？,原先不是说每月只需14元怎么会收143元了,0.8106,True
308891,584,怎么中止服务,怎么停止交费,0.7204,False
87028,436,每个月都要交钱，我们农村没钱啊！,这个微保还可以月月付钱呀,0.7004,True
110986,119,又变成了107了？,不会一百多 怎么变成五百多了,0.7445,False
484700,4003416,羊毛出在羊身上,源头在哪里,0.4227,True
148,148,您好，我想查询一下我在微保小程序兑换的礼品发货了没？,我之前向泰康在线报了案并提交了理赔资料，能在微保理赔平台上查询理赔进度吗？,0.7015,True
198863,782,怎么点不,什么也点不动,0.7544,False
325504,443,怎么联系你,怎么连系呢,0.8888,False
216329,805,孩子在大学,那我儿子在上大学，应该也有医保的吧,0.6271,False
39183,703,马上 28号要扣钱了，现在手上没多少钱了,感觉没交费成功，卡里钱不够的啊,0.7085,True
391395,336,那这种买了可以报销不,买了可以报销吗？,0.8721,False
402620,195,还有一份叫何烨盈,朱桃云:陈次豪:两份保单退仃,0.6068,False
276922,1787,开始不是这样说的，说一个月才2元,你们不是说的一个月一元吗,0.8386,False
248983,1016,微医保百万医疗,微医保.百万医疗险,0.9159,False
276893,1787,现在就一扣就87元,一元一月为什么扣二十多呢,0.7166,False
450246,461,在线帮我看下这个我兑换的，2个多星期了给没有发货给我！,你好，我是雷春梅，我退保申请四天了，麻烦好心人帮我查查，我的退保额度还没消息，,0.7233,True
450054,461,什么结果？,大概什么时候有结果,0.6016,False
320483,226,你们办这个太不老实了,你们这个太不人性化了,0.8436,False
1319192259149692929,1319192259149692929,我有个成人意外险,我想购买团队意外险,0.7625,False
358762,579,有异常指标 但医生说没问题,体检指标有异常，但没有症状，医生也没说需要治疗,0.8327,True
411673,728,昨天客服说，大陆境内的二级以上医院都可垫付服务，昨天为什么不如实回答？,不是，我是看了轻松筹的详细说明，你们涵盖的所有医院没有无锡地区的。那我在无锡看病是不是就没法报销了,0.738,True
430590,477,你妈逼，你是瞎子看看,你大爷，机器人啊？,0.7314,False
386214,454,就是一份投保人是我本人，被保人是施伟,13348984553 张旗。你说的那个应该是投保人，被保险人以及受益人均为本人～,0.7471,False
66948,114,保险公司在哪,公司在哪,0.9289,False
249082,849,老扣我的钱,关了还自动扣我的钱,0.7575,False
248983,1016,微医保百万医疗险2020版,微医保.百万医疗险,0.8153,False
370789,2181,我操你妈逼的,哎 你们这的服务也是无语了,0.6487,False
43613,623,嗯，我都申请三天了，都没成功，那还要我怎么办,你好 我申请很久了为什么还没通过呢,0.6875,True
122512,404,为什么失效呢？今天才是最后一天,但是微医保，投保日剩余最后一天了,0.7040000000000001,True
448474,108,怎么叫没有异常？,什么叫没有异常,0.9466,True
219005,487,我原来投保的微信没钱了，想换微信缴费，怎么操作？,您好，怎样更改自动扣款帐号？,0.8238,True
365674,611,我不看我都忘记我在微保兑换过礼品，先有空查看跟进下情况这样/:@),你好，我的医保卡丢失过，我补办发现在延大医学院消费过，我也看不到人家消费了什么，我本身在公安局上报，每年都会体检，有宫颈炎和阴道炎，这样我能投保吗？,0.6954,True
365553,611,几年前我的医保卡被别人借用过，投保这个产品有影响吗,我想咨询一下，的医保卡之前借别人使用过，会有就诊记录，但我本人健康，可以投保吗？,0.9213,True
455996,285,我在县里看病人家不能报,在兰州看病也能报吗,0.8224,True
464262,298,第二条是指出现第一条的问题么,就是说生的病是你们条款里说到的疾病？,0.6101,True
20974891,253,那不就是骗子吗,那不是骗人吗,0.9025,False
267962,179,我问了多次，客服都说是只要大陆境内的二级以上医院都可垫付。,随便一家二级或以上公立医院，都可以垫付吗？,0.7925,True
379072,624,现在没有,现在没没有了,0.7859,False
325438,443,个人跟我沟通跟我讲解一下都不行,有没有和我业务员解释下,0.745,False
267962,179,到底是不是所有二级以上医院都可垫付？,随便一家二级或以上公立医院，都可以垫付吗？,0.9102,True
192625,497,怎么没扣我的么,为什么今天没有扣费,0.7955,False
410291,8,就是这种去医院住院了，我也没有报，不知道到怎么办,刚买了保险，没有合同这些，万一住院怎么联系你们,0.75,True
392324,299,只有自动扣款信息,没有自动扣款的吗,0.8706,False
272833,462,我们这边没有二级医院,我们这里没有二级医院就没有用吗,0.7743,True
20976931,20975293,这个是银行卡这边的,这是第一个的啊,0.5765,False
434039,184,我还需要再给你说一遍吗,我再确认一下,0.6245,False
55679,195,怎么注销这个微保呀,如何取消微保,0.7738,True
367687,2786,那怎么办，你看看怎么办,你看一下怎么回事？,0.6407,False
267947,179,垫付医院有限制吧？是不？,垫付的医院有要求吗？,0.8646,True
30111,910,我们就这样来服务客户的吗,不是符不符合的问题，是你有没有这个帮客户解决问题的意愿的问题。客服不是简单的复制黏贴,0.6518,False
101606,183,还有这个,还有就是,0.8261,False
30011,910,你们这样服务客户的吗,你们这服务有点不号,0.6727,False
435212,853,开始没弄清楚保险条例，现在搞懂了。重复买了,不仔细阅读条款怎么买保险，线下都是给详解合同的,0.7596,False
249099,849,我已经关闭自动扣除功能了,我已经关掉了自动扣费了啊,0.9483,False
347847,579,孩子整的,小孩的肺炎,0.5644,False
401964,195,吧我的钱退回来,我想退回我的钱,0.8339,False
126176,719,因为我觉得不安全，为啥呢？就是我这个支付，我那个银行卡和这个信用卡，你们都可以知道，可以从里边随意支付,怎么必须要免密支付，而且选错了扣费模式，也不能撤销,0.7996,True
371287,2199,操你妈的,你真聪明,0.6292,False
141159,381,还得有一万免赔额,还有一万免赔,0.868,True
326639,625,我发给了,给孩子报了,0.5441,False
173454,501,微医保几年的续保,你们这个产品是几年的？能续约,0.7709,True
381269,203,骗吃骗喝，我要投诉,我要举报你们,0.7347,False
307325,867,水滴保险。,轻松筹投保,0.7176,False
370789,2181,你妈的操,哎 你们这的服务也是无语了,0.675,False
30052,910,你这样不就是坑人吗,你们这还是坑人的,0.7797,False
379206,624,有问题的话 我再联系,有的话再联系,0.9216,False
434766,853,那我现在可以知道保障范围吗,在哪里可以看到保障范围之内？,0.8033,True
247959,178,如果转院到可垫付的3650中的任何一医院，是不是就可享受垫付呢？,三四线城市保的去能垫付的城市就医，能不能享受垫付,0.8229,True
30052,910,就是坑老百姓的,你们这还是坑人的,0.7284,False
53960,858,要身份证那些吗,需要身份证吗,0.8779,False
200969,38,意思是三级比二级更好吗,三级比二级好还是差？,0.8184,True
188936,329,服务城市，很关键的字,主要是社保选项那一块不是很理解,0.5573,True
469080,2901,人脸识别完，就出现这个业面了,怎么会人脸识别失败啊,0.7199,True
415770,638,我保单上面是一年，要是以后不想续保了。将来我老公要是有大病还能用吗？,如果在保险期间住院没看好，但是保险到期了以后是继续交呢还是就不能交了,0.7848,True
346968,426,医疗险和重疾险保障内容有重复的吧,重疾险和医疗险在重疾方面有重复吗？,0.8645,True
215299,1715,不同的地方是哪里,4种不同的地方是什么,0.7794,False
391170,336,医院的脱敏治疗可以报销吗,治痘痘的钱能报销吗,0.8041,True
189543,329,我还真不知道这事/::>,"/:,@@我也还不太清楚啊",0.7707,False
17388,368,如果买的话，就买医疗就可以吗？,那买一种就行了？,0.7269,True
165481,50,刚刚百度看了下了知道了/::>,好的~~谢谢！我刚才自己已经看了哈~,0.7569,False
326908,625,已经有了,已经买了,0.7826,False
136103,290,不是叫我告你吗,你不是说你是泰康吗,0.6285,False
379038,624,取消了就行,没有了，这个退保了就成,0.6698,False
298823,658,我这个保单是今年五月买的  没错吧,我不知道刚刚买的是哪一个，购买成功了吗？,0.6789,True
275597,301,老子有点生活费都被你们扣完了，操你妈的，什么保险公司,泰康保险不得人心，你们腾讯真傻了,0.7077,True
276081,253,明明是骗吃骗喝的，操,你们就是骗人的,0.7926,False
397376,185,黄正勇，身份证%%NDUyNjIzMTk3NjA5MjEzNjM0&&,黄雅 15158598766 iphonex 330302198907055627,0.76,False
437926,423,骗子公司这样不可以提供那样不可以提供,建议你们真正出一款条件低的保险，否则和其他加一个套路，买保险就是为保障。附加那么多条件客户没有保障感。,0.6748,True
401925,195,确认取消,我想取消投保,0.7046,False
370789,2181,狗日的，操你妈逼,哎 你们这的服务也是无语了,0.6698,False
249100,849,我已经取消了自动扣款怎么还扣款啊,我已经取消自动续费了为什么还扣费呢,0.9611,True
379195,624,不用想。,不需要了。,0.7076,False
368407,2786,一元变成361你给我解释一下,你给我解释下,0.7094,True
445527,288,怎么办的,怎么保的,0.8498,False
2421,2421,我没有反面,无法提供申请与投保人身份证原件正面合照怎么办,0.6567,False
205347,269,我交的是啥险,买的是什么保险,0.7578,False
106894,282,这样看来重疾还没有医疗保的多呢,那新农合的重大疾病没有重疾险保障的多？,0.7875,True
56918,314,怎么申请,怎么申请啊,0.951,False
19298,921,能推荐一下怎么买吗？,能推荐下吗,0.7901,True
126694,657,我的钱已经交了，保单怎么没看到啊。,我已经交钱了，如何查看保单,0.8663,True
351318,579,你好，之前因为月经紊乱去医院做过检查现在已经正常，请问可以投保吗？,我去年过年时检查有卵巢囊肿，吃药后8月份复查已经康复，可以投保吗,0.9031,True
413854,847,资料全部在这里,到时这些资料是上传哇？,0.6822,False
1323468097669840897,1323468092900917249,扣了几个月的费了也没见什么凭证,什么资料都没给我。就每个月帮我存帮我扣钱，什么都没给我。,0.7187,True
449798,461,我的微保退款什么时间到帐？,我的退款何时到帐啊,0.9235,True
32374,5,哇不想解答，就是想联系人工服务，理了解一下这款产品，每个月就知道扣钱，什么也不干了解,那如果理赔起来太麻烦了，我下个月就不打算续保了。能不能给份儿电子保单！,0.7506,True
449326,265,继保只要开通继保就可以了是吗,以后都在微信上续保就可以？,0.7861,True
326312,625,就是我现在办的,我现在购买,0.7006,False
446118,127,那个钱也还我,这个钱怎么退给我,0.7484,False
397340,185,钟凯   %%MTgwMjQ1MjUxODM=&&,"钟宛伶
522221198206122023
13765672779",0.6144,False
126397,657,我的保单上显示无是什么问题啊,查询功能查不到我购买保单怎么回事,0.7094,True
101839,183,再问一遍,再问你一下,0.8889,False
455755,90,写错了4个月,社保身份填写错了,0.5846,False
241893,709,可续到几岁,能续保到几岁 ,0.9664,True
20973877,20971811,怎样建自已的邮箱,忘记了自己的OA账号怎么查询,0.7969,True
175579,711,在信用卡上扣的钱,能绑定银行卡直接扣款啊,0.7554,False
